date,ticker,close_price,sector
2023-01-18,HDFCBANK,1090.54,Banking
2023-01-19,HDFCBANK,1081.55,Banking
2023-01-20,HDFCBANK,1080.54,Banking
2023-01-23,HDFCBANK,1078.74,Banking
2023-01-24,HDFCBANK,1073.63,Banking
2023-01-25,HDFCBANK,1076.12,Banking
2023-01-27,HDFCBANK,1084.05,Banking
2023-01-30,HDFCBANK,1079.44,Banking
2023-01-31,HDFCBANK,1094.09,Banking
2023-02-01,HDFCBANK,1086.46,Banking
2023-02-02,HDFCBANK,1085.8,Banking
2023-02-03,HDFCBANK,1089.14,Banking
2023-02-06,HDFCBANK,1078.08,Banking
2023-02-07,HDFCBANK,1076.27,Banking
2023-02-08,HDFCBANK,1084.2,Banking
2023-02-09,HDFCBANK,1085.04,Banking
2023-02-10,HDFCBANK,1095.66,Banking
2023-02-13,HDFCBANK,1096.98,Banking
2023-02-14,HDFCBANK,1094.47,Banking
2023-02-15,HDFCBANK,1085.01,Banking
2023-02-16,HDFCBANK,1084.29,Banking
2023-02-21,HDFCBANK,1084.06,Banking
2023-02-22,HDFCBANK,1088.74,Banking
2023-02-23,HDFCBANK,1080.58,Banking
2023-02-24,HDFCBANK,1078.89,Banking
2023-02-27,HDFCBANK,1072.76,Banking
2023-02-28,HDFCBANK,1073.96,Banking
2023-03-01,HDFCBANK,1079.51,Banking
2023-03-02,HDFCBANK,1073.12,Banking
2023-03-03,HDFCBANK,1074.12,Banking
2023-03-06,HDFCBANK,1082.12,Banking
2023-03-07,HDFCBANK,1074.96,Banking
2023-03-08,HDFCBANK,1074.86,Banking
2023-03-09,HDFCBANK,1065.62,Banking
2023-03-10,HDFCBANK,1056.72,Banking
2023-03-13,HDFCBANK,1057.0,Banking
2023-03-14,HDFCBANK,1058.37,Banking
2023-03-16,HDFCBANK,1054.6,Banking
2023-03-17,HDFCBANK,1050.18,Banking
2023-03-20,HDFCBANK,1056.36,Banking
2023-03-21,HDFCBANK,1046.78,Banking
2023-03-23,HDFCBANK,1044.54,Banking
2023-03-28,HDFCBANK,1045.06,Banking
2023-03-29,HDFCBANK,1042.29,Banking
2023-03-30,HDFCBANK,1042.85,Banking
2023-03-31,HDFCBANK,1030.15,Banking
2023-04-03,HDFCBANK,1037.24,Banking
2023-04-04,HDFCBANK,1034.67,Banking
2023-04-05,HDFCBANK,1040.62,Banking
2023-04-06,HDFCBANK,1046.24,Banking
2023-04-07,HDFCBANK,1044.08,Banking
2023-04-10,HDFCBANK,1042.57,Banking
2023-04-12,HDFCBANK,1045.16,Banking
2023-04-13,HDFCBANK,1039.12,Banking
2023-04-14,HDFCBANK,1040.15,Banking
2023-04-17,HDFCBANK,1041.04,Banking
2023-04-18,HDFCBANK,1038.82,Banking
2023-04-19,HDFCBANK,1026.09,Banking
2023-04-20,HDFCBANK,1033.6,Banking
2023-04-21,HDFCBANK,1036.52,Banking
2023-04-24,HDFCBANK,1050.99,Banking
2023-04-25,HDFCBANK,1052.38,Banking
2023-04-26,HDFCBANK,1058.28,Banking
2023-04-27,HDFCBANK,1061.88,Banking
2023-04-28,HDFCBANK,1049.62,Banking
2023-05-01,HDFCBANK,1050.72,Banking
2023-05-02,HDFCBANK,1053.9,Banking
2023-05-03,HDFCBANK,1049.14,Banking
2023-05-04,HDFCBANK,1044.83,Banking
2023-05-05,HDFCBANK,1053.14,Banking
2023-05-08,HDFCBANK,1064.92,Banking
2023-05-09,HDFCBANK,1059.24,Banking
2023-05-10,HDFCBANK,1062.18,Banking
2023-05-11,HDFCBANK,1068.33,Banking
2023-05-12,HDFCBANK,1071.66,Banking
2023-05-15,HDFCBANK,1082.8,Banking
2023-05-16,HDFCBANK,1082.69,Banking
2023-05-17,HDFCBANK,1083.01,Banking
2023-05-18,HDFCBANK,1089.14,Banking
2023-05-19,HDFCBANK,1086.65,Banking
2023-05-22,HDFCBANK,1080.61,Banking
2023-05-23,HDFCBANK,1094.85,Banking
2023-05-24,HDFCBANK,1101.69,Banking
2023-05-25,HDFCBANK,1110.48,Banking
2023-05-29,HDFCBANK,1118.29,Banking
2023-05-30,HDFCBANK,1116.5,Banking
2023-06-01,HDFCBANK,1126.24,Banking
2023-06-02,HDFCBANK,1113.5,Banking
2023-06-05,HDFCBANK,1132.47,Banking
2023-06-06,HDFCBANK,1130.3,Banking
2023-06-07,HDFCBANK,1119.43,Banking
2023-06-08,HDFCBANK,1125.84,Banking
2023-06-09,HDFCBANK,1120.68,Banking
2023-06-12,HDFCBANK,1119.45,Banking
2023-06-13,HDFCBANK,1114.14,Banking
2023-06-14,HDFCBANK,1116.81,Banking
2023-06-15,HDFCBANK,1116.29,Banking
2023-06-16,HDFCBANK,1118.81,Banking
2023-06-20,HDFCBANK,1117.16,Banking
2023-06-21,HDFCBANK,1109.03,Banking
2023-06-22,HDFCBANK,1107.16,Banking
2023-06-23,HDFCBANK,1108.17,Banking
2023-06-26,HDFCBANK,1112.65,Banking
2023-06-27,HDFCBANK,1105.74,Banking
2023-06-28,HDFCBANK,1104.2,Banking
2023-06-29,HDFCBANK,1111.15,Banking
2023-06-30,HDFCBANK,1107.51,Banking
2023-07-03,HDFCBANK,1099.03,Banking
2023-07-04,HDFCBANK,1106.24,Banking
2023-07-05,HDFCBANK,1092.08,Banking
2023-07-06,HDFCBANK,1111.38,Banking
2023-07-07,HDFCBANK,1113.14,Banking
2023-07-10,HDFCBANK,1111.26,Banking
2023-07-11,HDFCBANK,1115.82,Banking
2023-07-12,HDFCBANK,1109.09,Banking
2023-07-13,HDFCBANK,1103.44,Banking
2023-07-14,HDFCBANK,1111.2,Banking
2023-07-17,HDFCBANK,1115.81,Banking
2023-07-18,HDFCBANK,1108.2,Banking
2023-07-19,HDFCBANK,1122.18,Banking
2023-07-21,HDFCBANK,1127.27,Banking
2023-07-24,HDFCBANK,1129.18,Banking
2023-07-25,HDFCBANK,1142.01,Banking
2023-07-26,HDFCBANK,1146.86,Banking
2023-07-27,HDFCBANK,1144.86,Banking
2023-07-28,HDFCBANK,1146.07,Banking
2023-07-31,HDFCBANK,1155.92,Banking
2023-08-01,HDFCBANK,1165.37,Banking
2023-08-02,HDFCBANK,1152.82,Banking
2023-08-03,HDFCBANK,1156.58,Banking
2023-08-04,HDFCBANK,1163.42,Banking
2023-08-07,HDFCBANK,1152.24,Banking
2023-08-08,HDFCBANK,1149.39,Banking
2023-08-09,HDFCBANK,1155.04,Banking
2023-08-10,HDFCBANK,1155.15,Banking
2023-08-11,HDFCBANK,1167.26,Banking
2023-08-14,HDFCBANK,1176.61,Banking
2023-08-15,HDFCBANK,1171.16,Banking
2023-08-16,HDFCBANK,1175.79,Banking
2023-08-17,HDFCBANK,1176.28,Banking
2023-08-18,HDFCBANK,1165.69,Banking
2023-08-21,HDFCBANK,1167.09,Banking
2023-08-22,HDFCBANK,1182.06,Banking
2023-08-23,HDFCBANK,1176.94,Banking
2023-08-24,HDFCBANK,1169.74,Banking
2023-08-25,HDFCBANK,1163.65,Banking
2023-08-28,HDFCBANK,1169.07,Banking
2023-08-29,HDFCBANK,1168.57,Banking
2023-08-30,HDFCBANK,1169.25,Banking
2023-08-31,HDFCBANK,1164.08,Banking
2023-09-01,HDFCBANK,1165.09,Banking
2023-09-04,HDFCBANK,1171.03,Banking
2023-09-05,HDFCBANK,1192.84,Banking
2023-09-06,HDFCBANK,1193.71,Banking
2023-09-07,HDFCBANK,1196.19,Banking
2023-09-08,HDFCBANK,1179.58,Banking
2023-09-11,HDFCBANK,1183.79,Banking
2023-09-12,HDFCBANK,1177.79,Banking
2023-09-13,HDFCBANK,1177.84,Banking
2023-09-14,HDFCBANK,1184.11,Banking
2023-09-15,HDFCBANK,1196.95,Banking
2023-09-18,HDFCBANK,1202.13,Banking
2023-09-19,HDFCBANK,1191.22,Banking
2023-09-20,HDFCBANK,1190.69,Banking
2023-09-21,HDFCBANK,1188.87,Banking
2023-09-22,HDFCBANK,1184.72,Banking
2023-09-25,HDFCBANK,1192.67,Banking
2023-09-26,HDFCBANK,1207.1,Banking
2023-09-27,HDFCBANK,1208.43,Banking
2023-09-28,HDFCBANK,1206.86,Banking
2023-09-29,HDFCBANK,1199.55,Banking
2023-10-02,HDFCBANK,1201.26,Banking
2023-10-03,HDFCBANK,1215.86,Banking
2023-10-04,HDFCBANK,1209.26,Banking
2023-10-05,HDFCBANK,1214.13,Banking
2023-10-06,HDFCBANK,1206.88,Banking
2023-10-09,HDFCBANK,1212.94,Banking
2023-10-10,HDFCBANK,1207.47,Banking
2023-10-11,HDFCBANK,1209.92,Banking
2023-10-12,HDFCBANK,1207.79,Banking
2023-10-13,HDFCBANK,1209.9,Banking
2023-10-16,HDFCBANK,1217.79,Banking
2023-10-17,HDFCBANK,1230.54,Banking
2023-10-18,HDFCBANK,1240.34,Banking
2023-10-19,HDFCBANK,1243.74,Banking
2023-10-20,HDFCBANK,1234.41,Banking
2023-10-23,HDFCBANK,1247.53,Banking
2023-10-24,HDFCBANK,1251.3,Banking
2023-10-25,HDFCBANK,1261.77,Banking
2023-10-26,HDFCBANK,1268.52,Banking
2023-10-27,HDFCBANK,1274.68,Banking
2023-10-30,HDFCBANK,1270.66,Banking
2023-10-31,HDFCBANK,1277.91,Banking
2023-11-01,HDFCBANK,1269.54,Banking
2023-11-02,HDFCBANK,1265.48,Banking
2023-11-03,HDFCBANK,1261.83,Banking
2023-11-06,HDFCBANK,1263.86,Banking
2023-11-07,HDFCBANK,1261.49,Banking
2023-11-08,HDFCBANK,1266.8,Banking
2023-11-10,HDFCBANK,1276.09,Banking
2023-11-13,HDFCBANK,1281.43,Banking
2023-11-14,HDFCBANK,1286.33,Banking
2023-11-16,HDFCBANK,1277.54,Banking
2023-11-17,HDFCBANK,1293.12,Banking
2023-11-20,HDFCBANK,1280.95,Banking
2023-11-21,HDFCBANK,1280.78,Banking
2023-11-22,HDFCBANK,1284.02,Banking
2023-11-23,HDFCBANK,1286.73,Banking
2023-11-24,HDFCBANK,1292.72,Banking
2023-11-27,HDFCBANK,1297.1,Banking
2023-11-28,HDFCBANK,1305.26,Banking
2023-11-29,HDFCBANK,1300.89,Banking
2023-11-30,HDFCBANK,1310.96,Banking
2023-12-01,HDFCBANK,1316.96,Banking
2023-12-04,HDFCBANK,1316.57,Banking
2023-12-05,HDFCBANK,1312.75,Banking
2023-12-06,HDFCBANK,1313.59,Banking
2023-12-07,HDFCBANK,1319.26,Banking
2023-12-08,HDFCBANK,1311.91,Banking
2023-12-11,HDFCBANK,1321.6,Banking
2023-12-13,HDFCBANK,1324.78,Banking
2023-12-14,HDFCBANK,1318.28,Banking
2023-12-15,HDFCBANK,1316.92,Banking
2023-12-18,HDFCBANK,1316.63,Banking
2023-12-19,HDFCBANK,1315.58,Banking
2023-12-20,HDFCBANK,1307.37,Banking
2023-12-22,HDFCBANK,1271.14,Banking
2023-12-25,HDFCBANK,1264.57,Banking
2023-12-26,HDFCBANK,1268.94,Banking
2023-12-27,HDFCBANK,1255.61,Banking
2023-12-29,HDFCBANK,1243.14,Banking
2024-01-01,HDFCBANK,1245.44,Banking
2024-01-02,HDFCBANK,1257.07,Banking
2024-01-03,HDFCBANK,1264.38,Banking
2024-01-04,HDFCBANK,1259.69,Banking
2024-01-05,HDFCBANK,1275.58,Banking
2024-01-08,HDFCBANK,1282.03,Banking
2024-01-09,HDFCBANK,1304.22,Banking
2024-01-10,HDFCBANK,1308.32,Banking
2024-01-11,HDFCBANK,1298.68,Banking
2024-01-12,HDFCBANK,1301.29,Banking
2024-01-17,HDFCBANK,1301.46,Banking
2024-01-18,HDFCBANK,1294.54,Banking
2024-01-19,HDFCBANK,1295.31,Banking
2024-01-22,HDFCBANK,1294.46,Banking
2024-01-23,HDFCBANK,1298.91,Banking
2024-01-24,HDFCBANK,1292.99,Banking
2024-01-25,HDFCBANK,1298.87,Banking
2024-01-26,HDFCBANK,1298.39,Banking
2024-01-29,HDFCBANK,1297.53,Banking
2024-01-30,HDFCBANK,1296.27,Banking
2024-01-31,HDFCBANK,1287.11,Banking
2024-02-01,HDFCBANK,1261.56,Banking
2024-02-02,HDFCBANK,1264.45,Banking
2024-02-05,HDFCBANK,1279.48,Banking
2024-02-07,HDFCBANK,1276.11,Banking
2024-02-08,HDFCBANK,1267.58,Banking
2024-02-09,HDFCBANK,1278.82,Banking
2024-02-12,HDFCBANK,1283.31,Banking
2024-02-13,HDFCBANK,1276.27,Banking
2024-02-14,HDFCBANK,1270.82,Banking
2024-02-15,HDFCBANK,1282.55,Banking
2024-02-16,HDFCBANK,1285.74,Banking
2024-02-19,HDFCBANK,1270.67,Banking
2024-02-20,HDFCBANK,1273.4,Banking
2024-02-21,HDFCBANK,1266.72,Banking
2024-02-22,HDFCBANK,1261.49,Banking
2024-02-23,HDFCBANK,1273.51,Banking
2024-02-26,HDFCBANK,1280.78,Banking
2024-02-28,HDFCBANK,1284.33,Banking
2024-02-29,HDFCBANK,1285.26,Banking
2024-03-01,HDFCBANK,1289.26,Banking
2024-03-04,HDFCBANK,1296.19,Banking
2024-03-05,HDFCBANK,1303.83,Banking
2024-03-06,HDFCBANK,1308.04,Banking
2024-03-07,HDFCBANK,1325.16,Banking
2024-03-08,HDFCBANK,1320.87,Banking
2024-03-11,HDFCBANK,1314.03,Banking
2024-03-12,HDFCBANK,1301.01,Banking
2024-03-13,HDFCBANK,1312.08,Banking
2024-03-14,HDFCBANK,1309.64,Banking
2024-03-15,HDFCBANK,1309.03,Banking
2024-03-18,HDFCBANK,1296.43,Banking
2024-03-19,HDFCBANK,1299.21,Banking
2024-03-20,HDFCBANK,1297.72,Banking
2024-03-21,HDFCBANK,1303.62,Banking
2024-03-22,HDFCBANK,1309.32,Banking
2024-03-25,HDFCBANK,1306.68,Banking
2024-03-26,HDFCBANK,1298.56,Banking
2024-03-27,HDFCBANK,1295.78,Banking
2024-03-28,HDFCBANK,1291.86,Banking
2024-03-29,HDFCBANK,1285.67,Banking
2024-04-01,HDFCBANK,1270.8,Banking
2024-04-02,HDFCBANK,1276.97,Banking
2024-04-03,HDFCBANK,1285.29,Banking
2024-04-04,HDFCBANK,1287.16,Banking
2024-04-05,HDFCBANK,1295.69,Banking
2024-04-08,HDFCBANK,1289.93,Banking
2024-04-09,HDFCBANK,1296.36,Banking
2024-04-10,HDFCBANK,1297.71,Banking
2024-04-11,HDFCBANK,1302.01,Banking
2024-04-12,HDFCBANK,1301.49,Banking
2024-04-15,HDFCBANK,1299.77,Banking
2024-04-16,HDFCBANK,1297.29,Banking
2024-04-17,HDFCBANK,1309.83,Banking
2024-04-18,HDFCBANK,1297.93,Banking
2024-04-19,HDFCBANK,1287.03,Banking
2024-04-22,HDFCBANK,1273.8,Banking
2024-04-23,HDFCBANK,1268.42,Banking
2024-04-24,HDFCBANK,1268.04,Banking
2024-04-25,HDFCBANK,1270.38,Banking
2024-04-26,HDFCBANK,1277.51,Banking
2024-04-29,HDFCBANK,1286.1,Banking
2024-04-30,HDFCBANK,1272.77,Banking
2024-05-01,HDFCBANK,1253.81,Banking
2024-05-02,HDFCBANK,1258.27,Banking
2024-05-03,HDFCBANK,1262.15,Banking
2024-05-06,HDFCBANK,1260.24,Banking
2024-05-07,HDFCBANK,1260.5,Banking
2024-05-08,HDFCBANK,1258.64,Banking
